"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_21","sig_23","sig_28","Cell.cycle.progression.meiosis","Nuclear.cytoplasmic.transport","Chrom..seg..kinetoch..spindle.microtub.","RNA.processing","Signaling.stress.response","ER.Golgi.traffic","Chromatin.transcription","DNA.replication...repair.HR.cohesion","Protein.degredation.proteosome","Golgi.endosome.vacuole.sorting","Protein.folding...glycosylation.cell.wall","Metabolism.mitochondria","Ribosome.translation","Cell.polarity.morphogenesis"
"sig_1",1.00000000000002,0.197499177264001,0.93390308633902,0.974790730585099,0.736760739872661,0.311240148478014,0.214496207863389,0.127785331494721,0.92109449200898,0.919653032717027,0.948599073271978,0.127785331494721,0.129564757072803,0.328183807103283,0.913723182884237,0.920559267194553,0.322653492765227,0.127785331494721,0.127785331494721,0.127785331494721,-0.00635625016835816,0.0034930882017654,-0.0108943001628184,-0.0133942445936161,-0.00826801030263992,-0.0060312166264368,-0.0215084146237646,-0.0133711219394814,-0.0113318439811115,-0.00199322676194477,-0.0125424572575262,-0.00906749421390596,0.0920742962519313,0.0257494550747654
"sig_2",0.197499177264001,0.999999999999995,0.0692552350190887,0.0622994850141546,0.586584944848736,0.798009988746746,0.894970686843462,0.831663009375793,-0.00259087400033194,0.00585421430108449,0.0257045632966479,0.831663009375793,0.796318696518327,0.332561116804526,-0.00244779553030313,0.0568152815748967,0.720617526093039,0.831663009375793,0.831663009375793,0.831663009375793,-0.00776941446546527,0.000985642350075957,0.00938220206939692,-0.0282311932003169,-0.0194379683482493,-0.0126116734779329,0.00630996610888558,-0.0131069603619115,-0.0176681671410998,0.0128084355109094,-0.0178516242793658,0.0345485853770479,-0.0218745689932071,0.0366238915802439
"sig_3",0.93390308633902,0.0692552350190887,1.00000000000001,0.971058661513134,0.756741791447433,0.0571582455957976,0.0695107641447266,0.0775556763811744,0.994536136160707,0.994801612773301,0.986843438776913,0.0775556763811744,0.0864871607596437,0.00805344171037234,0.992198690708342,0.995260996326426,0.049639872934509,0.0775556763811744,0.0775556763811744,0.0775556763811744,-0.00356538183624835,-0.00480820200258397,-0.0112328235393639,-0.0101195693202695,-0.00892007751555449,-0.00578749296266604,-0.0154585025212365,-0.00761556667567942,-0.00668815599448663,-0.00414364100276256,-0.0067857298554552,-0.00602896010571514,0.108318549815123,-0.00864171200830807
"sig_4",0.974790730585099,0.0622994850141546,0.971058661513134,1,0.69729996100355,0.159245834993332,0.0785674865578451,0.0136685159660394,0.974511738589621,0.973860822297026,0.992883397428574,0.0136685159660394,0.0126780349160634,0.220636012310273,0.972056981007156,0.970617260762044,0.176417544783435,0.0136685159660394,0.0136685159660394,0.0136685159660394,-0.00351810791944253,-0.00480605834566917,-0.0112108959663817,-0.0117690644225151,-0.00768424658114775,-0.00571075575094613,-0.0150763960827076,-0.0111242387054883,-0.00800041225982117,-0.00706805866095765,-0.00808348441588638,-0.0141786236885949,0.106049938799098,0.0126633095080698
"sig_5",0.736760739872661,0.586584944848736,0.756741791447433,0.69729996100355,0.999999999999989,0.512346095316423,0.638971971755167,0.706815970242248,0.705828048395244,0.713049587079326,0.702158332723876,0.706815970242249,0.631882987810883,0.0824073887430326,0.706815970242252,0.755422441471727,0.459293024006766,0.706815970242249,0.706815970242249,0.706815970242248,-0.00369294826679688,-0.00804131967031398,-0.0126611444466736,-0.0134188150808703,-0.00923923055473382,-0.00599456470223859,-0.0160115950310514,-0.0121394852652357,-0.00839801088115767,-0.0144502468033574,-0.00848521149631422,0.0421695197483463,0.0739601186113387,-0.0121394852652357
"sig_6",0.311240148478014,0.798009988746746,0.0571582455957976,0.159245834993332,0.512346095316423,0.999999999999992,0.860598041403076,0.725662778425893,-0.00147545400105624,0.00548119317110153,0.0783526344753213,0.725662778425894,0.670326299246225,0.758299939851285,-0.00139397350411123,0.050313841798764,0.986818894722159,0.725662778425894,0.725662778425894,0.725662778425893,-0.00442453537202758,-0.00963433569838361,-0.0102854717926094,-0.0160771334139223,-0.0110695572876777,-0.00718211078217103,-0.0110489243931487,-0.00948708053005756,-0.0100616887954898,-0.00852466042004006,-0.0101661641843518,0.0405076527763195,-0.0124571555151942,0.0562575979920804
"sig_7",0.214496207863389,0.894970686843462,0.0695107641447266,0.0785674865578451,0.638971971755167,0.860598041403076,1.00000000000001,0.904511604700553,-0.00131292113214483,0.0071253767941757,0.0345766436248882,0.904511604700553,0.808731116503829,0.405532739630372,-0.00124041635312747,0.063210213698089,0.817271452352693,0.904511604700553,0.904511604700553,0.904511604700553,-0.00393713798308745,-0.00857303780634987,-0.0134983403798377,-0.0143061106536292,-0.0098501584434864,-0.0063909447617933,-0.0170703336229635,-0.0129421874014894,-0.00895331459686748,-0.0154057439867241,-0.00904628119950517,0.0574353898954767,-0.0110849018069045,0.0500603808689599
"sig_8",0.127785331494721,0.831663009375793,0.0775556763811744,0.0136685159660394,0.706815970242248,0.725662778425893,0.904511604700553,1.00000000000002,-0.000870437475035133,0.00844986816137429,-0.000210414141959766,1.00000000000002,0.894353660347808,0.117407621831924,-0.00082236842105264,0.0704308877240833,0.650431339183685,1.00000000000002,1.00000000000002,1.00000000000002,-0.00261023481225043,-0.00568373316480104,-0.00894909909645277,-0.00948463280088655,-0.00653043570883617,-0.00423705406619249,-0.0113172510769983,-0.00858038205598898,-0.00593584820907046,-0.0102136652145547,-0.00599748299647779,0.0711675627053792,-0.00734904306403547,-0.00858038205598897
"sig_9",0.92109449200898,-0.00259087400033194,0.994536136160707,0.974511738589621,0.705828048395244,-0.00147545400105624,-0.00131292113214483,-0.000870437475035133,1.00000000000001,0.999620549097428,0.992761861132018,-0.000870437475035133,-0.00116819875773634,-0.000967324518585002,0.998651511176391,0.996109838596341,-0.00122785763712335,-0.000870437475035133,-0.000870437475035133,-0.000870437475035133,-0.00276280817825646,-0.00601595856320755,-0.00947219156516787,-0.0100390282694363,-0.00691215253864286,-0.00448471822184411,-0.0119787666933904,-0.00908192228744855,-0.00628281022839076,-0.00538942775163513,-0.00634804769052061,-0.01223081755151,0.11131691476603,-0.00908192228744857
"sig_10",0.919653032717027,0.00585421430108449,0.994801612773301,0.973860822297026,0.713049587079326,0.00548119317110153,0.0071253767941757,0.00844986816137429,0.999620549097428,0.999999999999985,0.993062408487882,0.00844986816137429,0.00884018514720248,0.000140074337698652,0.999539803283249,0.997660008166168,0.00484439914741588,0.00844986816137429,0.00844986816137429,0.00844986816137429,-0.00274519029869284,-0.00569769085950277,-0.00941178927900405,-0.00943786142909199,-0.00686807511339482,-0.00445612006358946,-0.0119023804749817,-0.00863525757182357,-0.00624274599418309,-0.00820843248303344,-0.00630756744996102,-0.0112289310693859,0.111471698256091,-0.00882963312142794
"sig_11",0.948599073271978,0.0257045632966479,0.986843438776913,0.992883397428574,0.702158332723876,0.0783526344753213,0.0345766436248882,-0.000210414141959766,0.992761861132018,0.993062408487882,0.999999999999978,-0.000210414141959766,-0.000607840456769327,0.115358455810366,0.99280386055774,0.990323735164783,0.0881145198220205,-0.000210414141959766,-0.000210414141959766,-0.000210414141959766,-0.00297692818542391,-0.00626359442804399,-0.0101329931978043,-0.0107471425065151,-0.00735156780600744,-0.00483228773657291,-0.0129071314023235,-0.00978577906642681,-0.00676973341825316,-0.00934024641816822,-0.00684002683973948,-0.0131185863323092,0.110025341761455,0.00251062301172668
"sig_12",0.127785331494721,0.831663009375793,0.0775556763811744,0.0136685159660394,0.706815970242249,0.725662778425894,0.904511604700553,1.00000000000002,-0.000870437475035133,0.00844986816137429,-0.000210414141959766,1.00000000000002,0.894353660347809,0.117407621831924,-0.00082236842105264,0.0704308877240833,0.650431339183685,1.00000000000002,1.00000000000002,1.00000000000002,-0.00261023481225043,-0.00568373316480104,-0.00894909909645278,-0.00948463280088655,-0.00653043570883618,-0.00423705406619249,-0.0113172510769983,-0.00858038205598898,-0.00593584820907046,-0.0102136652145547,-0.00599748299647779,0.0711675627053793,-0.00734904306403547,-0.00858038205598897
"sig_13",0.129564757072803,0.796318696518327,0.0864871607596437,0.0126780349160634,0.631882987810883,0.670326299246225,0.808731116503829,0.894353660347808,-0.00116819875773634,0.00884018514720248,-0.000607840456769327,0.894353660347809,1.00000000000002,0.104638284819806,-0.00110368612959417,0.062622838551375,0.581435978634301,0.894353660347809,0.894353660347809,0.894353660347808,-0.00350315002803383,-0.0076280378692995,-0.0120104277988645,-0.0127291581226251,-0.00876438239545131,-0.00568647540868817,-0.0151886827352025,0.0351992870047555,-0.00796639701624474,-0.0137075796456216,-0.00804911597555842,0.0585057274392318,-0.00986302086500843,-0.0115155791727656
"sig_14",0.328183807103283,0.332561116804526,0.00805344171037234,0.220636012310273,0.0824073887430326,0.758299939851285,0.405532739630372,0.117407621831924,-0.000967324518585002,0.000140074337698652,0.115358455810366,0.117407621831924,0.104638284819806,1.00000000000005,-0.000913904972855295,0.00745379986650374,0.830677354330967,0.117407621831924,0.117407621831924,0.117407621831924,-0.00290077599548655,-0.00631638067649278,-0.00994520941885701,-0.0105403525482438,-0.0072573283657684,-0.00470867397412168,-0.0125769567185984,-0.00953545105724012,-0.00659655825480285,-0.0113505324276835,-0.00666505351467687,-0.00306173182511261,-0.00816705363437118,0.094165622419307
"sig_15",0.913723182884237,-0.00244779553030313,0.992198690708342,0.972056981007156,0.706815970242252,-0.00139397350411123,-0.00124041635312747,-0.00082236842105264,0.998651511176391,0.999539803283249,0.99280386055774,-0.00082236842105264,-0.00110368612959417,-0.000913904972855295,1.00000000000002,0.997458404099102,-0.00116005040600733,-0.00082236842105264,-0.00082236842105264,-0.00082236842105264,-0.00261023481225043,-0.00568373316480101,-0.00894909909645284,-0.00948463280088654,-0.00653043570883621,-0.00423705406619246,-0.0113172510769983,-0.00858038205598902,-0.00593584820907049,-0.0102136652145547,-0.00599748299647781,-0.0115553826742258,0.111901429055046,-0.00858038205598901
"sig_16",0.920559267194553,0.0568152815748967,0.995260996326426,0.970617260762044,0.755422441471727,0.050313841798764,0.063210213698089,0.0704308877240833,0.996109838596341,0.997660008166168,0.990323735164783,0.0704308877240833,0.062622838551375,0.00745379986650374,0.997458404099102,0.999999999999983,0.0451868526732671,0.0704308877240833,0.0704308877240833,0.0704308877240833,-0.00278973599593236,-0.00607459333800333,-0.00956451264973168,-0.0101368740500488,-0.00697952210297728,-0.00452842870292511,-0.0120955182102134,-0.00917043959727421,-0.00634404588335015,-0.0109160407200611,-0.00640991918494923,-0.00645591539107454,0.111099949436204,-0.00917043959727421
"sig_17",0.322653492765227,0.720617526093039,0.049639872934509,0.176417544783435,0.459293024006766,0.986818894722159,0.817271452352693,0.650431339183685,-0.00122785763712335,0.00484439914741588,0.0881145198220205,0.650431339183685,0.581435978634301,0.830677354330967,-0.00116005040600733,0.0451868526732671,0.999999999999994,0.650431339183685,0.650431339183685,0.650431339183685,-0.00368205280773037,-0.00801759503000579,-0.0126237897449317,-0.0133792249919029,-0.00921197166805536,-0.00597687868835044,-0.015964355355419,-0.0121036696363018,-0.00837323387991488,-0.014407613638425,-0.00846017722346469,0.0375569995568885,-0.0103667166344831,0.0672126085418898
"sig_21",0.127785331494721,0.831663009375793,0.0775556763811744,0.0136685159660394,0.706815970242249,0.725662778425894,0.904511604700553,1.00000000000002,-0.000870437475035133,0.00844986816137429,-0.000210414141959766,1.00000000000002,0.894353660347809,0.117407621831924,-0.00082236842105264,0.0704308877240833,0.650431339183685,1.00000000000002,1.00000000000002,1.00000000000002,-0.00261023481225043,-0.00568373316480104,-0.00894909909645278,-0.00948463280088655,-0.00653043570883618,-0.00423705406619249,-0.0113172510769983,-0.00858038205598898,-0.00593584820907046,-0.0102136652145547,-0.00599748299647779,0.0711675627053793,-0.00734904306403547,-0.00858038205598897
"sig_23",0.127785331494721,0.831663009375793,0.0775556763811744,0.0136685159660394,0.706815970242249,0.725662778425894,0.904511604700553,1.00000000000002,-0.000870437475035133,0.00844986816137429,-0.000210414141959766,1.00000000000002,0.894353660347809,0.117407621831924,-0.00082236842105264,0.0704308877240833,0.650431339183685,1.00000000000002,1.00000000000002,1.00000000000002,-0.00261023481225043,-0.00568373316480104,-0.00894909909645278,-0.00948463280088655,-0.00653043570883618,-0.00423705406619249,-0.0113172510769983,-0.00858038205598898,-0.00593584820907046,-0.0102136652145547,-0.00599748299647779,0.0711675627053793,-0.00734904306403547,-0.00858038205598897
"sig_28",0.127785331494721,0.831663009375793,0.0775556763811744,0.0136685159660394,0.706815970242248,0.725662778425893,0.904511604700553,1.00000000000002,-0.000870437475035133,0.00844986816137429,-0.000210414141959766,1.00000000000002,0.894353660347808,0.117407621831924,-0.00082236842105264,0.0704308877240833,0.650431339183685,1.00000000000002,1.00000000000002,1.00000000000002,-0.00261023481225043,-0.00568373316480104,-0.00894909909645277,-0.00948463280088655,-0.00653043570883617,-0.00423705406619249,-0.0113172510769983,-0.00858038205598898,-0.00593584820907046,-0.0102136652145547,-0.00599748299647779,0.0711675627053792,-0.00734904306403547,-0.00858038205598897
"Cell.cycle.progression.meiosis",-0.00635625016835816,-0.00776941446546527,-0.00356538183624835,-0.00351810791944253,-0.00369294826679688,-0.00442453537202758,-0.00393713798308745,-0.00261023481225043,-0.00276280817825646,-0.00274519029869284,-0.00297692818542391,-0.00261023481225043,-0.00350315002803383,-0.00290077599548655,-0.00261023481225043,-0.00278973599593236,-0.00368205280773037,-0.00261023481225043,-0.00261023481225043,-0.00261023481225043,1.00000000000001,-0.0180404278550927,-0.0284048479998055,-0.0301046563614355,-0.0207279002816617,-0.0134486025263544,-0.035921470212034,-0.0272345233250608,-0.018840652484828,-0.0324186384365024,-0.0190362841063963,-0.0366773107441704,-0.0233261972996473,-0.0272345233250608
"Nuclear.cytoplasmic.transport",0.0034930882017654,0.000985642350075957,-0.00480820200258397,-0.00480605834566917,-0.00804131967031398,-0.00963433569838361,-0.00857303780634987,-0.00568373316480104,-0.00601595856320755,-0.00569769085950277,-0.00626359442804399,-0.00568373316480104,-0.0076280378692995,-0.00631638067649278,-0.00568373316480101,-0.00607459333800333,-0.00801759503000579,-0.00568373316480104,-0.00568373316480104,-0.00568373316480104,-0.0180404278550927,0.999999999999973,-0.0618509782567911,-0.0655522763597323,-0.0451345808869989,-0.0292840582159627,-0.0782182701013527,-0.0593026201028769,-0.0410251372297751,-0.0705909252203956,-0.041451121103093,-0.0798640974727599,-0.0507923197478143,-0.0593026201028769
"Chrom..seg..kinetoch..spindle.microtub.",-0.0108943001628184,0.00938220206939692,-0.0112328235393639,-0.0112108959663817,-0.0126611444466736,-0.0102854717926094,-0.0134983403798377,-0.00894909909645277,-0.00947219156516787,-0.00941178927900405,-0.0101329931978043,-0.00894909909645278,-0.0120104277988645,-0.00994520941885701,-0.00894909909645284,-0.00956451264973168,-0.0126237897449317,-0.00894909909645278,-0.00894909909645278,-0.00894909909645277,-0.0284048479998055,-0.0618509782567911,1.00000000000001,-0.103212765295574,-0.0710648838224862,-0.046108065125909,-0.123155508887192,-0.0933726141942336,-0.0645945205148761,-0.111146172205938,-0.0652652367123598,-0.12574688181328,-0.0799730546072855,-0.0933726141942335
"RNA.processing",-0.0133942445936161,-0.0282311932003169,-0.0101195693202695,-0.0117690644225151,-0.0134188150808703,-0.0160771334139223,-0.0143061106536292,-0.00948463280088655,-0.0100390282694363,-0.00943786142909199,-0.0107471425065151,-0.00948463280088655,-0.0127291581226251,-0.0105403525482438,-0.00948463280088654,-0.0101368740500488,-0.0133792249919029,-0.00948463280088655,-0.00948463280088655,-0.00948463280088655,-0.0301046563614355,-0.0655522763597323,-0.103212765295574,1.00000000000002,-0.0753175622293769,-0.0488672728020122,-0.130525404469415,-0.0989602360803203,-0.0684599981997979,-0.117797402759268,-0.0691708515246019,-0.133271850831132,-0.0847588174787357,-0.0989602360803203
"Signaling.stress.response",-0.00826801030263992,-0.0194379683482493,-0.00892007751555449,-0.00768424658114775,-0.00923923055473382,-0.0110695572876777,-0.0098501584434864,-0.00653043570883617,-0.00691215253864286,-0.00686807511339482,-0.00735156780600744,-0.00653043570883618,-0.00876438239545131,-0.0072573283657684,-0.00653043570883621,-0.00697952210297728,-0.00921197166805536,-0.00653043570883618,-0.00653043570883618,-0.00653043570883617,-0.0207279002816617,-0.0451345808869989,-0.0710648838224862,-0.0753175622293769,1.00000000000002,-0.0336464879557465,-0.0898704019598563,-0.0681368981826436,-0.0471366289297997,-0.0811068157868354,-0.0476260713819756,-0.091761407312356,-0.0583588231533985,-0.0681368981826436
"ER.Golgi.traffic",-0.0060312166264368,-0.0126116734779329,-0.00578749296266604,-0.00571075575094613,-0.00599456470223859,-0.00718211078217103,-0.0063909447617933,-0.00423705406619249,-0.00448471822184411,-0.00445612006358946,-0.00483228773657291,-0.00423705406619249,-0.00568647540868817,-0.00470867397412168,-0.00423705406619246,-0.00452842870292511,-0.00597687868835044,-0.00423705406619249,-0.00423705406619249,-0.00423705406619249,-0.0134486025263544,-0.0292840582159627,-0.046108065125909,-0.0488672728020122,-0.0336464879557465,1.00000000000002,-0.0583093945078048,-0.0442083398986541,-0.0305830199053002,-0.0526234357013193,-0.0309005782160514,-0.0595363098738286,-0.0378641640412676,-0.0442083398986541
"Chromatin.transcription",-0.0215084146237646,0.00630996610888558,-0.0154585025212365,-0.0150763960827076,-0.0160115950310514,-0.0110489243931487,-0.0170703336229635,-0.0113172510769983,-0.0119787666933904,-0.0119023804749817,-0.0129071314023235,-0.0113172510769983,-0.0151886827352025,-0.0125769567185984,-0.0113172510769983,-0.0120955182102134,-0.015964355355419,-0.0113172510769983,-0.0113172510769983,-0.0113172510769983,-0.035921470212034,-0.0782182701013527,-0.123155508887192,-0.130525404469415,-0.0898704019598563,-0.0583093945078048,0.999999999999988,-0.118081307086064,-0.0816878211969932,-0.14055818619782,-0.0825360254158202,-0.159022603090254,-0.101135894086135,-0.118081307086064
"DNA.replication...repair.HR.cohesion",-0.0133711219394814,-0.0131069603619115,-0.00761556667567942,-0.0111242387054883,-0.0121394852652357,-0.00948708053005756,-0.0129421874014894,-0.00858038205598898,-0.00908192228744855,-0.00863525757182357,-0.00978577906642681,-0.00858038205598898,0.0351992870047555,-0.00953545105724012,-0.00858038205598902,-0.00917043959727421,-0.0121036696363018,-0.00858038205598898,-0.00858038205598898,-0.00858038205598898,-0.0272345233250608,-0.0593026201028769,-0.0933726141942336,-0.0989602360803203,-0.0681368981826436,-0.0442083398986541,-0.118081307086064,1.00000000000001,-0.061933124079581,-0.106566774075138,-0.0625762057086342,-0.120565911347982,-0.0766780382381706,-0.0895255147717109
"Protein.degredation.proteosome",-0.0113318439811115,-0.0176681671410998,-0.00668815599448663,-0.00800041225982117,-0.00839801088115767,-0.0100616887954898,-0.00895331459686748,-0.00593584820907046,-0.00628281022839076,-0.00624274599418309,-0.00676973341825316,-0.00593584820907046,-0.00796639701624474,-0.00659655825480285,-0.00593584820907049,-0.00634404588335015,-0.00837323387991488,-0.00593584820907046,-0.00593584820907046,-0.00593584820907046,-0.018840652484828,-0.0410251372297751,-0.0645945205148761,-0.0684599981997979,-0.0471366289297997,-0.0305830199053002,-0.0816878211969932,-0.061933124079581,1.00000000000001,-0.0737221479081819,-0.0432897808235431,-0.0834066530231437,-0.0530453297978034,-0.0619331240795808
"Golgi.endosome.vacuole.sorting",-0.00199322676194477,0.0128084355109094,-0.00414364100276256,-0.00706805866095765,-0.0144502468033574,-0.00852466042004006,-0.0154057439867241,-0.0102136652145547,-0.00538942775163513,-0.00820843248303344,-0.00934024641816822,-0.0102136652145547,-0.0137075796456216,-0.0113505324276835,-0.0102136652145547,-0.0109160407200611,-0.014407613638425,-0.0102136652145547,-0.0102136652145547,-0.0102136652145547,-0.0324186384365024,-0.0705909252203956,-0.111146172205938,-0.117797402759268,-0.0811068157868354,-0.0526234357013193,-0.14055818619782,-0.106566774075138,-0.0737221479081819,0.999999999999994,-0.074487640682508,-0.143515737033707,-0.0912737692521418,-0.106566774075138
"Protein.folding...glycosylation.cell.wall",-0.0125424572575262,-0.0178516242793658,-0.0067857298554552,-0.00808348441588638,-0.00848521149631422,-0.0101661641843518,-0.00904628119950517,-0.00599748299647779,-0.00634804769052061,-0.00630756744996102,-0.00684002683973948,-0.00599748299647779,-0.00804911597555842,-0.00666505351467687,-0.00599748299647781,-0.00640991918494923,-0.00846017722346469,-0.00599748299647779,-0.00599748299647779,-0.00599748299647779,-0.0190362841063963,-0.041451121103093,-0.0652652367123598,-0.0691708515246019,-0.0476260713819756,-0.0309005782160514,-0.0825360254158202,-0.0625762057086342,-0.0432897808235431,-0.074487640682508,0.99999999999998,-0.0842727047054581,-0.0535961251533921,-0.0625762057086344
"Metabolism.mitochondria",-0.00906749421390596,0.0345485853770479,-0.00602896010571514,-0.0141786236885949,0.0421695197483463,0.0405076527763195,0.0574353898954767,0.0711675627053792,-0.01223081755151,-0.0112289310693859,-0.0131185863323092,0.0711675627053793,0.0585057274392318,-0.00306173182511261,-0.0115553826742258,-0.00645591539107454,0.0375569995568885,0.0711675627053793,0.0711675627053793,0.0711675627053792,-0.0366773107441704,-0.0798640974727599,-0.12574688181328,-0.133271850831132,-0.091761407312356,-0.0595363098738286,-0.159022603090254,-0.120565911347982,-0.0834066530231437,-0.143515737033707,-0.0842727047054581,0.999999999999979,-0.103263941951464,-0.120565911347981
"Ribosome.translation",0.0920742962519313,-0.0218745689932071,0.108318549815123,0.106049938799098,0.0739601186113387,-0.0124571555151942,-0.0110849018069045,-0.00734904306403547,0.11131691476603,0.111471698256091,0.110025341761455,-0.00734904306403547,-0.00986302086500843,-0.00816705363437118,0.111901429055046,0.111099949436204,-0.0103667166344831,-0.00734904306403547,-0.00734904306403547,-0.00734904306403547,-0.0233261972996473,-0.0507923197478143,-0.0799730546072855,-0.0847588174787357,-0.0583588231533985,-0.0378641640412676,-0.101135894086135,-0.0766780382381706,-0.0530453297978034,-0.0912737692521418,-0.0535961251533921,-0.103263941951464,1.00000000000003,-0.0766780382381706
"Cell.polarity.morphogenesis",0.0257494550747654,0.0366238915802439,-0.00864171200830807,0.0126633095080698,-0.0121394852652357,0.0562575979920804,0.0500603808689599,-0.00858038205598897,-0.00908192228744857,-0.00882963312142794,0.00251062301172668,-0.00858038205598897,-0.0115155791727656,0.094165622419307,-0.00858038205598901,-0.00917043959727421,0.0672126085418898,-0.00858038205598897,-0.00858038205598897,-0.00858038205598897,-0.0272345233250608,-0.0593026201028769,-0.0933726141942335,-0.0989602360803203,-0.0681368981826436,-0.0442083398986541,-0.118081307086064,-0.0895255147717109,-0.0619331240795808,-0.106566774075138,-0.0625762057086344,-0.120565911347981,-0.0766780382381706,1.00000000000001
