"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"ec:1.1.1.213",0.0787491550627464,-0.181099808660116,0.202000479843972,-0.339585225767269,-0.403999767829643,-0.0881738264606424,-0.166712674068598,0.323581441830091,-0.013455185588005
"ec:1.1.1.239",0.0366935592862929,-0.016373794997004,-0.143180452141588,-0.361460015889609,-1.39157356665767,0.814839782830364,1.14990059551952,-0.22842710654318,1.64964315913284
"ec:1.1.1.270",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:1.1.1.34",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:1.1.1.37",-0.0312550157604066,-0.316218056761215,0.700270286614951,0.411502598717011,-1.52052488139945,0.186717398978575,1.4259647392777,1.68282593376028,-0.490643477828519
"ec:1.1.1.40",-0.0726626186580319,-0.293713381874393,-0.365175114263603,-0.411948119000776,-0.810933849664812,-0.557705750038311,-0.362925420125457,0.21511490173789,-2.19783420864928
"ec:1.1.1.62",0.0366935592862929,-0.016373794997004,-0.143180452141588,-0.361460015889609,-1.39157356665767,0.814839782830364,1.14990059551952,-0.22842710654318,1.64964315913284
"ec:1.11.1.7",0.129138749315207,-0.244963258183901,0.719427833958359,-0.102908503967917,-0.945484175234491,0.0132504476053841,0.460836179652375,0.509521673173656,0.829669366614787
"ec:1.11.1.8",0.0584925893004264,-0.299958825005165,0.684332756182815,0.0192414114285056,-1.23727961521703,-0.160046720175375,0.37764956902942,-0.318751205152408,1.18374470871618
"ec:1.11.1.9",-0.11393480585523,0.0502702886214774,0.506236760872318,-0.783695133759109,0.0574959632711218,-0.189462996827852,0.270746754247635,0.543255321743858,0.338841473664683
"ec:1.13.11.31",0.776450794049422,0.422194861947574,0.487832218095262,-0.947042153750789,0.773856976662348,-0.508439029177435,0.170289520869051,-1.0525832525607,1.29013123333282
"ec:1.13.11.33",0.146184394067377,0.33529248211289,-0.670433643456506,-0.248506645516363,-0.152973269634677,-0.432032594219949,-0.426750619570663,-1.14922169547452,-0.00992475851499397
"ec:1.13.11.34",-0.564695050117657,0.108257388314261,-1.53365530795111,-0.27499904621458,-1.34032564467531,1.19850714246712,-0.314465140585188,-2.35965638679549,-2.06066235523562
"ec:1.14.13.15",0.0865967717730247,-0.554687024722753,0.326096290376113,-0.125376934552431,1.21990847161253,-0.21014355646501,0.224841396155538,-0.261504952055641,-0.421613782212042
"ec:1.14.13.17",0.0736468600449162,-0.251097090072627,-0.18737636627631,0.00472701363854533,-0.573976101163504,-0.695261467635513,0.497757587303591,-0.480704377191158,-1.06821672404546
"ec:1.14.13.39",0.0865967717730247,-0.554687024722753,0.326096290376113,-0.125376934552431,1.21990847161253,-0.21014355646501,0.224841396155538,-0.261504952055641,-0.421613782212042
"ec:1.14.14.1",1.96620082818254,2.20145237143056,-1.09140679017196,-2.34295028821006,0.346060968533848,1.94990201014846,1.59861347485367,-2.7026946360048,1.20235143241977
"ec:1.14.15.3",-1.68817133860476,-1.23759901744147,0.952786266163658,2.31099787521212,-3.22992066539747,1.90100638275285,-3.85697849590629,-2.86628069734674,0.510477722125812
"ec:1.14.15.6",-0.00412222455054102,-0.185484257127344,-0.19437291881129,1.06833559583203,1.08910638660163,0.151207151756441,1.2844351164783,-1.77355859241873,-0.431203247884727
"ec:1.14.16.2",0.0584925893004264,-0.299958825005165,0.684332756182815,0.0192414114285056,-1.23727961521703,-0.160046720175375,0.37764956902942,-0.318751205152408,1.18374470871618
"ec:1.14.16.4",0.0787491550627464,-0.181099808660116,0.202000479843972,-0.339585225767269,-0.403999767829643,-0.0881738264606424,-0.166712674068598,0.323581441830091,-0.013455185588005
"ec:1.14.18.1",0.0584925893004264,-0.299958825005165,0.684332756182815,0.0192414114285056,-1.23727961521703,-0.160046720175375,0.37764956902942,-0.318751205152408,1.18374470871618
"ec:1.14.99.1",0.802214161993984,0.63489513960373,0.348958191469197,-1.89240199311983,-0.391588711380899,-1.55213630176568,0.037929912312852,-1.19758156819533,-0.328242763546947
"ec:1.14.99.3",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:1.16.3.1",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:1.17.99.3",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:1.3.3.6",0.0558853901873479,-0.103472378558652,-0.584265385298603,1.17136222566869,0.913620372557953,-0.41939682014876,0.940624528854664,-1.20697791699239,-0.294175139415322
"ec:1.3.8.7",0.429085565039823,-0.548048798590986,0.769003267695953,0.0324638541639806,0.541820029087325,0.338532622622754,0.959452834325973,1.76162839851747,0.344136252050756
"ec:1.3.8.8",-0.0436566858833081,0.0177000597350256,0.0199980696053293,-0.888170308786369,-0.930000309814785,-0.705529347089838,-0.271949303646341,0.0216741636817521,-1.8059880732196
"ec:1.4.1.3",-0.163166461266383,-0.625733617903017,0.0287491244078409,-0.212746244843002,0.623196933064302,0.537278679390873,-3.335347297146,1.25645416208647,1.15702597536237
"ec:1.4.3.4",0.219098579808598,-0.697551821586026,-1.23981045342813,-2.00638567727805,0.339040798047674,0.878800656286483,-0.661658966190824,-1.1016574837385,0.0454777223987906
"ec:1.8.1.7",-0.0447546841654387,-0.129104055078247,0.143522940206963,-0.365664081008845,-0.26577932077601,0.0559491713600844,-0.346801111599851,0.286591795435919,-0.478788195107703
"ec:2.1.1.6",0.320874861876415,-0.406369026497601,-0.667847230809947,-1.18350816698579,-0.158295844195934,-0.868392703585287,-0.806463869261172,0.426948961644473,1.9720412667902
"ec:2.3.1.135",-0.0142575893519159,-0.260472293297868,0.239594562331793,0.224626710805854,0.350581832158897,0.346150254554215,0.0993798877968208,0.214598173718657,0.0134067789209142
"ec:2.3.1.16",-0.0683582353989892,0.0285868157276248,0.262433491342253,-0.166843154824954,-0.528324698413225,0.337430302988885,0.557843250397322,-0.00497844273747816,0.942823425458754
"ec:2.3.1.176",-0.0142575893519159,-0.260472293297868,0.239594562331793,0.224626710805854,0.350581832158897,0.346150254554215,0.0993798877968208,0.214598173718657,0.0134067789209142
"ec:2.3.1.21",-0.188323683997137,-0.245217444294569,1.29532007087343,0.611951870794073,-0.829142558071788,0.749853581815533,1.85347847732625,1.22128125036565,-0.169980157383578
"ec:2.3.1.22",-0.0142575893519159,-0.260472293297868,0.239594562331793,0.224626710805854,0.350581832158897,0.346150254554215,0.0993798877968208,0.214598173718657,0.0134067789209142
"ec:2.3.1.51",-0.263433757056816,0.215454046118761,0.310165495277464,-1.87124575186034,1.45775049650335,-0.387802771901972,-0.10115663397864,-3.27047842471251,2.19707544177953
"ec:2.3.1.6",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:2.3.1.76",-0.0142575893519159,-0.260472293297868,0.239594562331793,0.224626710805854,0.350581832158897,0.346150254554215,0.0993798877968208,0.214598173718657,0.0134067789209142
"ec:2.3.1.85",-0.0331775392117692,-0.128991679223628,0.414951507978343,-0.156550784586262,0.237635873212841,0.111761428334561,0.248593011436323,0.420698375001543,0.402510032229962
"ec:2.3.1.9",-0.241010337000889,0.0712565664387387,-0.0434627753015132,-0.2727612994511,0.0695105229779731,-0.0903155764862602,-0.647352611351909,-2.04822015521708,0.308819588257553
"ec:2.3.3.10",-0.583674918203606,0.200677063212666,0.69266446569893,0.931118590616678,1.57190573451673,-0.279605719831375,-0.596329204266357,0.451561273028636,0.767234846430922
"ec:2.4.1.1",-0.81390034577,0.396289212323195,0.859405809299863,-2.27134390663201,-0.707991222295545,-0.404684052886717,1.89522274874961,0.781316059949384,-0.198801058251617
"ec:2.4.1.11",-0.221084025966817,-0.427677090804839,0.471562195910032,-0.46672270832509,0.387419316736437,-0.0266423671158309,0.905844798556574,0.330622682749067,-1.09474692920977
"ec:2.4.1.17",-0.0695037274759805,-0.10740647172276,0.180162125838951,0.00669917730472092,0.527029141160047,-0.164023034211372,-0.588237966522425,-1.21370314080178,-0.0674112624646305
"ec:2.6.1.1",0.207148916179815,-0.191676134109485,0.0116202574510482,-0.860737335849938,-0.308706219172667,-1.28218362662089,-0.529767997363936,0.36171697672618,-1.64533486245231
"ec:2.6.1.22",0.451874241659346,-0.757053583770692,-0.0520968187817601,-1.05036142514645,-0.393235673620103,-0.637251676578425,-1.05905631288509,-0.75877349533281,-0.232325962160617
"ec:2.7.1.1",-0.0108766845986574,-0.146694292790595,0.0142735135751919,1.61212593662048,2.75788954790648,2.51774932002339,3.13748453594579,-0.895865116166164,-0.334675087697552
"ec:2.7.1.11",0.371880939886239,-0.34208780890498,-0.15997660866024,-0.702416379490729,0.0517964862675164,1.40923075795767,-0.383206899149243,2.10584978247858,1.39628119837706
"ec:2.7.1.153",-0.0726626186580319,-0.293713381874393,-0.365175114263603,-0.411948119000776,-0.810933849664812,-0.557705750038311,-0.362925420125457,0.21511490173789,-2.19783420864928
"ec:2.7.1.2",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:2.7.1.30",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:2.7.1.40",0.0507791351724221,-0.0698224090929065,0.260693069837822,-0.0505139421371403,-0.657087361269323,0.096952746038296,0.253989860796931,-0.281529140437188,0.819454754284651
"ec:2.7.1.68",-0.230756361506472,0.308208462575511,-0.834898815045972,1.68206044605948,2.95464277646638,-0.978076734385656,-1.63383037746857,0.355995908671865,1.3064730140835
"ec:2.7.1.91",0.118059355396865,-0.307359850405477,0.185234883570554,0.053419944393994,-0.428140813562167,-0.0386443378485977,0.354128318271623,0.770012994522841,-0.0641577958018269
"ec:2.7.7.12",0.17289170831513,-0.384763997053112,0.14609405436985,0.234087778962639,0.197560706197453,0.238405109355436,0.0743843485538873,0.491821128847147,0.239890262342171
"ec:2.7.7.6",-0.141631618113506,-0.367872170635784,0.263865992212944,-0.0656428110668656,0.533901463138784,-4.31811592910523,0.424749386669831,0.902022709588989,0.516714622350047
"ec:2.8.2.14",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.1.1.13",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.1.1.23",-0.0142575893519159,-0.260472293297868,0.239594562331793,0.224626710805854,0.350581832158897,0.346150254554215,0.0993798877968208,0.214598173718657,0.0134067789209142
"ec:3.1.1.3",-0.455156558745066,-0.246467482319328,0.856254738969406,1.4861573606381,3.21571707172314,1.60377662931194,1.70519623683071,-0.450771349969169,-2.35152541160738
"ec:3.1.1.34",-0.00993187798280326,-0.313166856967598,0.549103585421526,0.48068348216858,0.128554238179233,0.44887605929413,0.716389109283649,0.487431069829754,0.132225218179499
"ec:3.1.1.4",-7.56576721478457,5.11403158262466,-2.4789641636559,-0.26034019187717,0.0260752041367951,-0.142648901756665,0.599496074493466,0.411074184796941,-0.0275222562907356
"ec:3.1.1.5",-0.410766340208747,0.562924165279837,-0.298842438265146,-0.510454610342556,-0.019215747580958,0.763386686201654,-0.219781524018675,-0.31194074598147,2.55676886676904
"ec:3.1.1.7",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.1.2.2",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.1.3.11",0.371880939886239,-0.34208780890498,-0.15997660866024,-0.702416379490729,0.0517964862675164,1.40923075795767,-0.383206899149243,2.10584978247858,1.39628119837706
"ec:3.1.3.2",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.1.3.4",-0.570565464667126,0.182050685533376,-0.31951495745009,0.819816643948476,1.30610182512808,-4.10752641001838,0.694953907435897,0.698244055631474,2.479255101576
"ec:3.1.3.46",-0.0367768582062431,-0.0411629629295118,0.0894867238945888,-0.846352671696255,-0.873716970954555,-0.386175002418748,-0.494541548363837,0.320469897832109,-1.13099810083661
"ec:3.1.3.56",0.44686492452751,-0.69845071858897,0.268332420000728,0.10799559880384,2.37809197615191,-2.290236621669,-1.12605861024491,-1.7136435940027,-2.22551714215579
"ec:3.1.3.86",0.0575785639823567,-0.27745432534101,0.152068116030114,-0.0582791605626483,-0.0270550949156645,0.0666946740014973,-0.0970882183113266,0.436040276474579,-0.247412824814019
"ec:3.1.3.9",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.1.4.11",3.49383904685545,0.913571482565812,-7.2026545403711,-0.484801821169546,-0.418511097720944,-0.00254412687448857,0.480257584491286,1.56132281875611,-0.250748258292895
"ec:3.1.4.17",2.89094785688804,5.34991840675319,2.06192682622056,1.48057924874188,-0.370844292775487,-0.0350675950263373,-1.21210456239921,0.320914851474189,-0.533395015242721
"ec:3.1.4.35",2.89094785688804,5.34991840675319,2.06192682622056,1.48057924874188,-0.370844292775487,-0.0350675950263373,-1.21210456239921,0.320914851474189,-0.533395015242721
"ec:3.1.4.4",0.229289464858869,-0.511080324212978,-0.65868960408184,0.694537229371917,-0.230359312278821,-3.26881030520212,1.14563665082681,0.422644499271531,0.352439740562396
"ec:3.2.1.1",-0.664446906644523,-0.0642791729897078,-0.393320864984332,0.566097765795112,1.96279765052886,-0.227112116702237,-3.0554161452193,0.541850729993221,0.104393308709474
"ec:3.2.1.10",-0.712382498494913,-0.141570228221073,-1.01945573134409,2.50488681115707,-2.68040728282184,-1.0099106715448,1.33425488618661,0.220831459433304,-0.477126398084633
"ec:3.2.1.3",0.196568166367105,-0.370501024920836,0.287735725295184,1.9100309128726,-0.704446113645702,-1.05400922411648,-0.46721762691508,-1.06558086355744,2.59374530217766
"ec:3.2.1.31",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.3.2.9",-0.0142575893519159,-0.260472293297868,0.239594562331793,0.224626710805854,0.350581832158897,0.346150254554215,0.0993798877968208,0.214598173718657,0.0134067789209142
"ec:3.4.11.2",-0.0367768582062431,-0.0411629629295118,0.0894867238945888,-0.846352671696255,-0.873716970954555,-0.386175002418748,-0.494541548363837,0.320469897832109,-1.13099810083661
"ec:3.5.1.12",-0.0367768582062431,-0.0411629629295118,0.0894867238945888,-0.846352671696255,-0.873716970954555,-0.386175002418748,-0.494541548363837,0.320469897832109,-1.13099810083661
"ec:3.5.1.2",-0.391062091234307,-0.236149551136096,-0.760476660400932,-0.746185923519882,0.873877020497022,1.54025750975688,-1.89863039847639,2.18679510538986,-0.412348785842682
"ec:3.6.3.10",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:3.6.3.14",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:4.1.1.15",0.0285209710710865,-0.0316470021357246,-0.263758291148095,0.164793393553104,-0.0200559625813823,-0.573135776160715,0.929483263204607,-1.619761173903,-1.37458727238151
"ec:4.1.1.28",0.226829977802447,-0.346019117380041,-0.840721833533814,-1.59893306517351,0.206596285818561,0.575147650704557,-0.0494959510030002,-1.88371991244818,0.707388508970742
"ec:4.1.1.32",-0.0325818749888485,-0.0834107689356391,0.543122710574504,-0.203681934574149,0.0407863502332431,-0.00618092594662389,0.743999472436066,0.627502645118008,0.749592269095373
"ec:4.6.1.1",0.86780707468549,-0.881950909532331,-3.03748946698686,5.16601248214615,-0.507933302235884,0.642561050511231,0.221749753326402,-0.617812432723396,0.372155083598736
"ec:4.6.1.2",-0.0350988283965735,-0.488352434998827,-0.317294698985565,1.4437905348362,-2.1307890213108,-0.942742948639331,-0.527308383921416,-0.343206284119338,-0.294280392469275
"ec:5.3.3.1",-0.0697496436356282,-0.0569043984035877,0.264408245159112,-0.501841542916864,-0.780507256110347,0.413187920826648,1.12423138551161,0.0861585596650212,0.549665683586142
"ec:5.3.3.8",0.123510197382078,-0.370470994619422,0.564081513340474,-0.216790249899264,-0.0834438040505336,-0.546086776432664,0.000453644322258029,-0.845194195789904,-1.10620516617179
"ec:5.3.99.5",-0.0436566858833081,0.0177000597350256,0.0199980696053293,-0.888170308786369,-0.930000309814785,-0.705529347089838,-0.271949303646341,0.0216741636817521,-1.8059880732196
"ec:6.2.1.3",-0.188323683997137,-0.245217444294569,1.29532007087343,0.611951870794073,-0.829142558071788,0.749853581815533,1.85347847732625,1.22128125036565,-0.169980157383578
"ec:6.2.1.7",-0.0694200538278715,-0.195000217921131,0.158872096231392,0.0571895305826686,0.235445378228461,0.338167925498408,-0.139589695090144,0.166672479316383,-0.187614076339828
"ec:6.3.1.2",-0.391062091234307,-0.236149551136096,-0.760476660400932,-0.746185923519882,0.873877020497022,1.54025750975688,-1.89863039847639,2.18679510538986,-0.412348785842682
"ec:6.3.4.14",-0.0447546841654387,-0.129104055078247,0.143522940206963,-0.365664081008845,-0.26577932077601,0.0559491713600844,-0.346801111599851,0.286591795435919,-0.478788195107703
