"","sig_1","sig_2","sig_3","sig_4","sig_5","sig_6","sig_7","sig_8","sig_9","sig_10","sig_11","sig_12","sig_13","sig_14","sig_15","sig_16","sig_17","sig_19","sig_21","sig_22","sig_23","sig_26","sig_28","X.D.","X.E.","X.O.","X.B.","X.C.","X.M.","X.A.","X.T.","X.U.","X.R.","X.F.","X.G.","X.P."
"sig_1",1.00000000000003,0.0203865071105668,0.344340568797791,0.295299707094293,0.128684707899965,0.162574576272891,0.0700166796948931,0.00544056716539201,0.0623444101703106,0.108759906158352,0.0651304546736241,0.0493584979162659,0.0443713627156295,0.0756079293068792,0.0148855297745135,0.0738772207911055,0.0520319033532537,0.0345045642988618,0.0216395907563786,0.0445063098704607,0.0391038721308552,0.044506245077401,0.0489152396226664,-0.0143954893492977,-0.0322182766241287,0.015227711534488,0.0267095271326359,-0.0177139588689637,-0.0147588312829467,-0.0307521484386841,-0.0126093011984746,0.0108640978015613,0.0151558001871147,0.0233794567840878,0.0168006653339571,-0.0065847144904597
"sig_2",0.0203865071105668,1.00000000000004,0.00352872285084454,0.00892863218441339,-0.00181075335968168,0.162031332444471,0.142342663823584,0.352711414752839,-0.00374221010327605,0.00926408531024367,-0.00334337058288364,0.0374241118781784,0.0225007676194053,0.0258349600007016,-0.00226029922178385,-1.11178879672055e-05,0.070764805332357,0.0441063518944038,0.0202029832619637,0.0794171634884882,0.0444056396208631,0.0794171726389019,0.0818659612830318,0.00153365127938878,-0.0143241195193983,-0.0221229774989136,0.0516012120171747,0.00924967819789388,0.000290452462285294,-0.0136722846741006,0.00473083781466746,-0.0259109537745642,0.0630559500180431,0.00276593260046105,-0.0129908239891775,-0.0181788960088486
"sig_3",0.344340568797791,0.00352872285084454,0.999999999999966,0.14999157796779,0.0570107419311038,0.053734780589469,0.0192119114527316,0.0056046641593746,0.261052835338565,0.355639002515613,0.0635058954290653,0.0934964584694888,0.19832040234374,0.0482555569772268,0.105111631781503,0.144317156665016,0.0589279918689175,0.038841032967333,0.0610669519780867,0.0200061065474528,0.0714810775675147,0.0200059494835,0.0370978660161376,-0.0197798992431456,-0.01703979032315,-0.0108514199544254,-0.0106906768139933,-0.0240954338884207,0.0309092821372263,-0.0162643758849953,-0.00580623652966929,0.0213921154434743,-0.00360631915685322,0.0403300198529943,-0.0154537189249753,-0.0182520571582261
"sig_4",0.295299707094293,0.00892863218441339,0.14999157796779,1.00000000000003,0.0289492432854203,0.167830388874917,0.0585365587282508,0.0169343236833031,0.165465913692034,0.421474922951837,0.562263378477513,0.147428238944725,0.0675306780065722,0.408751431340092,0.129873749656296,0.0895200462618656,0.151620293591953,0.0747633311146415,0.0544111086401378,0.0719495119381674,0.0903571512287108,0.0719489040517875,0.0847950164138857,0.0145984406203019,-0.0183264713293868,0.0466483908547497,-0.00324490284045554,0.0130604212320514,-0.0325923388084518,-0.0174925050539955,0.00426787010933716,-0.0356285157544146,-0.000818653113184747,0.0583469800055444,-0.0166206350805981,-0.00745284518194775
"sig_5",0.128684707899965,-0.00181075335968168,0.0570107419311038,0.0289492432854203,1,0.0093738864861693,0.00372380905292837,0.00205749036843717,-0.00102099852400077,0.00326448119181308,0.000148521724607501,0.00805033730619346,0.0140338656801521,0.00866554636012822,-0.000645917800384028,0.414376329910681,0.0215002571599356,-0.00102640362068309,0.046669033693971,-0.00119024884320226,0.0342336646937409,-0.0011902455294056,0.0125974241857872,-0.0102384136486042,-0.00501418141957316,-0.00880598411266297,-0.00837677984843337,-0.0076614021136877,-0.00982006337029162,-0.00478600556796164,-0.00952356103189995,0.0222383585590354,0.00168009627034304,0.0263033723925967,-0.00454745914283034,-0.00616425085715538
"sig_6",0.162574576272891,0.162031332444471,0.053734780589469,0.167830388874917,0.0093738864861693,1.00000000000002,0.266975907551551,0.0940265730816138,0.00174660469854954,0.10035877109314,0.0633015400873987,0.386156619219661,0.172900934453068,0.410290841373168,-0.00192433061500756,0.0261392349208066,0.462608230772519,0.341787028790557,0.24760981903793,0.339156477017077,0.412227052932337,0.33915560347376,0.397096068899062,-0.00345707328363936,-0.0121949967767772,-0.0214170447545173,0.0168318299004521,-0.00747050421841474,-0.00370283395198511,-0.0116400500083822,0.0101883749373815,-0.00599030568808132,0.0586419854294715,0.0147340807465713,-0.0110598809554169,-0.0154768031593887
"sig_7",0.0700166796948931,0.142342663823584,0.0192119114527316,0.0585365587282508,0.00372380905292837,0.266975907551551,0.999999999999942,0.170644886740526,-0.00116710362786799,0.0171864516850753,0.00720673021369897,0.303966084780975,0.0334021049098743,0.0820166582088742,-0.00113958613222349,0.0111019905932673,0.602597503024925,0.401484111123052,0.108060637389332,0.707756520372829,0.347469062856809,0.707756522466376,0.708393573444546,0.0298423285082442,-0.00722186151430711,-0.0126831465472279,0.0530474626460908,-0.00929003182620057,0.015287922038029,-0.00689322274690746,-0.013716663427244,-0.0322106082329003,0.041284010482596,-0.0132805330384981,-0.00654964737480238,-0.00916534306217566
"sig_8",0.00544056716539201,0.352711414752839,0.0056046641593746,0.0169343236833031,0.00205749036843717,0.0940265730816138,0.170644886740526,1,-0.00180198790631062,0.0065571278264626,-0.00135091268729612,0.105575848566884,0.0213519291128397,0.0307093967224334,-0.00104964730254081,0.0069380661049914,0.2128158629486,0.130726859160347,0.0705623463792618,0.230980318571906,0.139606134470186,0.23098032210509,0.241576307215281,0.00103332678187112,-0.00665189514286662,-0.0116821626593966,-0.0111127732572935,-0.0101637414451427,-0.00337991435815219,-0.00634919332335697,-0.0126341119456889,-0.0296684709376855,0.213038224567259,-0.0122324019975249,-0.00603273373127189,-0.00844199253574874
"sig_9",0.0623444101703106,-0.00374221010327605,0.261052835338565,0.165465913692034,-0.00102099852400077,0.00174660469854954,-0.00116710362786799,-0.00180198790631062,1.00000000000004,0.445825417037501,0.283356979659568,-0.00184994463888217,0.00214639786510388,0.0379712534269095,0.644772010253221,0.0100394628455009,0.0101547563822211,-0.00138934391820228,-0.000988677514263418,-0.00161112544629355,-0.001662330113203,-0.00161112096072553,-0.00183115826141163,-0.0138587563879212,-0.00678721539915347,0.00711631860421436,-0.0113388416623028,-0.000426543771348866,-0.0132924758301185,-0.00647835568224536,-0.0128911291159437,0.00554226915827542,-0.00701077230390339,0.0418072013648918,-0.00615545831683624,0.0134137653523057
"sig_10",0.108759906158352,0.00926408531024367,0.355639002515613,0.421474922951837,0.00326448119181308,0.10035877109314,0.0171864516850753,0.0065571278264626,0.445825417037501,0.999999999999993,0.566852176495204,0.240201854937085,0.252096315067559,0.175634053771634,0.524734421449699,0.0477751364566819,0.0814117505850315,0.028920999119892,0.0944168532105143,0.00993627861906,0.0898436513416053,0.00993565736819967,0.0372867474950563,-0.00734426131214061,-0.0125047760348368,0.0168312066226993,0.000645611636285126,-0.00457352052510203,-0.0244900778049355,-0.0119357324198962,0.0212948600163994,-0.0286568855630721,0.00682362237216907,0.0451794892274205,-0.0113408258198808,0.0275884147049837
"sig_11",0.0651304546736241,-0.00334337058288364,0.0635058954290653,0.562263378477513,0.000148521724607501,0.0633015400873987,0.00720673021369897,-0.00135091268729612,0.283356979659568,0.566852176495204,0.999999999999987,0.0288008874037324,0.0137675520062266,0.399832482492689,0.184582979725026,0.0582635133635892,0.113217487409914,0.00613028011523211,0.00862942113348221,0.000850969445525232,0.0105270819657845,0.000850809687195716,0.00335323923427011,-0.00808335352475249,-0.0108295458937169,0.0222023963678404,-0.0180920302277153,0.0622613059282714,-0.021209210048255,-0.010336735472614,-0.0160189971151543,-0.0134201798905449,-0.00816781067830687,0.00311469232136391,-0.00982152685876979,0.0448767008547604
"sig_12",0.0493584979162659,0.0374241118781784,0.0934964584694888,0.147428238944725,0.00805033730619346,0.386156619219661,0.303966084780975,0.105575848566884,-0.00184994463888217,0.240201854937085,0.0288008874037324,1.00000000000003,0.0615410344894003,0.377270865066617,-0.00107758181575599,0.0213477548435068,0.612590917435067,0.704757948685462,0.197784496993277,0.399608735841019,0.615996183308784,0.399605932183857,0.440222081675124,-0.0139439200222741,-0.00682892360978577,-0.0119930628316741,-0.0114085201340413,-0.0104342315126422,0.0223715021871947,-0.00651816591478623,-0.0129703465706481,-0.0304580450084021,0.101758785589734,0.0459710158158427,-0.00619328430833941,-0.00866666129017875
"sig_13",0.0443713627156295,0.0225007676194053,0.19832040234374,0.0675306780065722,0.0140338656801521,0.172900934453068,0.0334021049098743,0.0213519291128397,0.00214639786510388,0.252096315067559,0.0137675520062266,0.0615410344894003,0.99999999999997,0.0827578950778811,-0.000748193859961035,0.035051136380415,0.157140575673666,-0.000970586558483546,0.315573704774799,-0.00112552168092885,0.235450926555423,-0.00112551854734045,0.0918011901200808,0.0650350622727098,-0.0047415042090333,-0.00832710411551499,-0.00792124049489842,-0.00373321753047559,-0.00928603652461691,-0.0045257368344038,-0.00900565833965716,-0.0211478348358322,0.0408706874930614,-0.00871931747451743,-0.0043001628505041,-0.00601749460585036
"sig_14",0.0756079293068792,0.0258349600007016,0.0482555569772268,0.408751431340092,0.00866554636012822,0.410290841373168,0.0820166582088742,0.0307093967224334,0.0379712534269095,0.175634053771634,0.399832482492689,0.377270865066617,0.0827578950778811,1.00000000000001,-0.00146513351183827,0.0235633728515956,0.344137483298565,0.179763301467379,0.220788266456787,0.0722638727811593,0.284560127078076,0.0722602462129728,0.134062339092459,-0.0189588430431104,-0.00928494215862533,-0.016306361157312,-0.0155115880060957,0.0753030597889202,-0.0181841686125023,-0.00886242063279091,-0.0176351244452673,-0.0163785108829552,0.0561016980721942,0.0423874554971132,-0.00842069553867167,-0.0117836211657713
"sig_15",0.0148855297745135,-0.00226029922178385,0.105111631781503,0.129873749656296,-0.000645917800384028,-0.00192433061500756,-0.00113958613222349,-0.00104964730254081,0.644772010253221,0.524734421449699,0.184582979725026,-0.00107758181575599,-0.000748193859961035,-0.00146513351183827,0.999999999999973,0.00417192168841238,-0.00128319719745023,-0.000809284618911918,-0.000575898807253393,-0.00093847104791016,-0.000968297463676234,-0.000938468435093377,-0.00106663886193957,-0.00807264366659114,-0.00395351284574961,-0.00694322131484447,-0.00660480823600011,-0.00604075703257879,-0.00774278858937419,-0.00377360388654931,-0.00750900650102505,-0.0176332726909683,-0.00408373342115627,0.0783322927970951,-0.003585518080084,0.00537276532589598
"sig_16",0.0738772207911055,-1.11178879672055e-05,0.144317156665016,0.0895200462618656,0.414376329910681,0.0261392349208066,0.0111019905932673,0.0069380661049914,0.0100394628455009,0.0477751364566819,0.0582635133635892,0.0213477548435068,0.035051136380415,0.0235633728515956,0.00417192168841238,1.00000000000001,0.0539614149898082,-0.000909683487913778,0.112900791557376,-0.00105489662872485,0.083862261609686,-0.00105489369176517,0.0322196215166486,-0.00907412605614937,-0.00444398085789512,-0.00780458893625952,-0.00742419274099697,-0.00679016602888677,-0.00870334955782459,-0.004241752611259,-0.00844056474692891,-0.0169930053048045,0.0118418216566274,0.0769279369696164,-0.0040303331075958,0.00104422921377268
"sig_17",0.0520319033532537,0.070764805332357,0.0589279918689175,0.151620293591953,0.0215002571599356,0.462608230772519,0.602597503024925,0.2128158629486,0.0101547563822211,0.0814117505850315,0.113217487409914,0.612590917435067,0.157140575673666,0.344137483298565,-0.00128319719745023,0.0539614149898082,1.00000000000001,0.732393701916938,0.48700714624602,0.773472074095114,0.850730889994746,0.773470353386661,0.882743831699754,0.0166451217087182,-0.00813196316934038,-0.0142814813589379,-0.0135854009867331,0.0148897885407886,0.0279686542648567,-0.00776190922310789,-0.0154452424178461,-0.0362698009776402,0.135969276016761,-0.0149541507164494,-0.00737503635572955,-0.0103203629795901
"sig_19",0.0345045642988618,0.0441063518944038,0.038841032967333,0.0747633311146415,-0.00102640362068309,0.341787028790557,0.401484111123052,0.130726859160347,-0.00138934391820228,0.028920999119892,0.00613028011523211,0.704757948685462,-0.000970586558483546,0.179763301467379,-0.000809284618911918,-0.000909683487913778,0.732393701916938,0.999999999999967,-0.000747078626648907,0.567566079298358,0.663533375468364,0.567562101640083,0.542353081577487,-0.0104721514750576,-0.00512865265571183,-0.00900702029433273,-0.00856801751294381,-0.00783630806485245,0.0406284239216688,-0.00489526766434119,-0.00974097913318881,-0.0228745761918156,0.108177052315455,-0.00943125825692272,-0.00465127534448128,-0.00650882891387677
"sig_21",0.0216395907563786,0.0202029832619637,0.0610669519780867,0.0544111086401378,0.046669033693971,0.24760981903793,0.108060637389332,0.0705623463792618,-0.000988677514263418,0.0944168532105143,0.00862942113348221,0.197784496993277,0.315573704774799,0.220788266456787,-0.000575898807253393,0.112900791557376,0.48700714624602,-0.000747078626648907,0.999999999999991,-0.000866335088099389,0.747650762795737,-0.000866332676117817,0.29348387965749,-0.00745213661909404,-0.00364962446859881,-0.00640952777699834,-0.00609712695746616,-0.00557643177981898,-0.00714763598690438,-0.00348354428491543,-0.00693182365411323,-0.0162778839946397,0.14102262509837,-0.00671142173486917,-0.00330991577066624,-0.00463177814148781
"sig_22",0.0445063098704607,0.0794171634884882,0.0200061065474528,0.0719495119381674,-0.00119024884320226,0.339156477017077,0.707756520372829,0.230980318571906,-0.00161112544629355,0.00993627861906,0.000850969445525232,0.399608735841019,-0.00112552168092885,0.0722638727811593,-0.00093847104791016,-0.00105489662872485,0.773472074095114,0.567566079298358,-0.000866335088099389,1.00000000000001,0.376269989511441,0.999999999785375,0.955709408409205,0.0507925834920728,-0.00594734154053801,-0.0104448145641712,-0.00993573359233707,-0.00908722107094687,0.0298940798138639,-0.00567670120918921,-0.0112959355474785,-0.0265260539834523,0.0403724248862846,-0.0109367738032462,-0.00539376029724037,-0.007547835889538
"sig_23",0.0391038721308552,0.0444056396208631,0.0714810775675147,0.0903571512287108,0.0342336646937409,0.412227052932337,0.347469062856809,0.139606134470186,-0.001662330113203,0.0898436513416053,0.0105270819657845,0.615996183308784,0.235450926555423,0.284560127078076,-0.000968297463676234,0.083862261609686,0.850730889994746,0.663533375468364,0.747650762795737,0.376269989511441,1.00000000000001,0.376267349973307,0.57974334772171,-0.0125297793576817,-0.00613635949893524,-0.0107767708695717,-0.0102515103248486,-0.00937603044276869,0.0216341300940801,-0.0058571176970733,-0.0116549421155085,-0.0273691030221043,0.177344336817223,-0.0112843655199231,-0.00556518437849031,-0.00778772063811537
"sig_26",0.044506245077401,0.0794171726389019,0.0200059494835,0.0719489040517875,-0.0011902455294056,0.33915560347376,0.707756522466376,0.23098032210509,-0.00161112096072553,0.00993565736819967,0.000850809687195716,0.399605932183857,-0.00112551854734045,0.0722602462129728,-0.000938468435093377,-0.00105489369176517,0.773470353386661,0.567562101640083,-0.000866332676117817,0.999999999785375,0.376267349973307,0.999999999999996,0.955709408913927,0.0507924420793829,-0.00594732498242036,-0.0104447854845448,-0.00993570593005401,-0.00908719577102511,0.0298952013175254,-0.00567668540456703,-0.0112959040982287,-0.0265259801317125,0.0403701728557801,-0.0109367433539462,-0.00539374528035982,-0.00754781487545064
"sig_28",0.0489152396226664,0.0818659612830318,0.0370978660161376,0.0847950164138857,0.0125974241857872,0.397096068899062,0.708393573444546,0.241576307215281,-0.00183115826141163,0.0372867474950563,0.00335323923427011,0.440222081675124,0.0918011901200808,0.134062339092459,-0.00106663886193957,0.0322196215166486,0.882743831699754,0.542353081577487,0.29348387965749,0.955709408409205,0.57974334772171,0.955709408913927,1.00000000000003,0.0463626469334137,-0.00675957519040329,-0.0118712720490482,-0.0112926654424393,-0.0103282708218777,0.0264740400049347,-0.00645197327165702,-0.012838631371458,-0.0301487404386771,0.0800992602018398,-0.0124304185928403,-0.00613039087123099,-0.00857865045624089
"X.D.",-0.0143954893492977,0.00153365127938878,-0.0197798992431456,0.0145984406203019,-0.0102384136486042,-0.00345707328363936,0.0298423285082442,0.00103332678187112,-0.0138587563879212,-0.00734426131214061,-0.00808335352475249,-0.0139439200222741,0.0650350622727098,-0.0189588430431104,-0.00807264366659114,-0.00907412605614937,0.0166451217087182,-0.0104721514750576,-0.00745213661909404,0.0507925834920728,-0.0125297793576817,0.0507924420793829,0.0463626469334137,0.999999999999974,-0.0511584977791165,-0.0898453567938283,-0.085466287996552,-0.0781674594955779,-0.100191765730446,-0.0488304739560557,-0.0971666230499379,-0.228174733963299,-0.052843553393619,-0.0940771459836886,-0.0463966416434318,-0.0649258064229333
"X.E.",-0.0322182766241287,-0.0143241195193983,-0.01703979032315,-0.0183264713293868,-0.00501418141957316,-0.0121949967767772,-0.00722186151430711,-0.00665189514286662,-0.00678721539915347,-0.0125047760348368,-0.0108295458937169,-0.00682892360978577,-0.0047415042090333,-0.00928494215862533,-0.00395351284574961,-0.00444398085789512,-0.00813196316934038,-0.00512865265571183,-0.00364962446859881,-0.00594734154053801,-0.00613635949893524,-0.00594732498242036,-0.00675957519040329,-0.0511584977791165,1.00000000000003,-0.0440010468547512,-0.0418564328401212,-0.0382818897995383,-0.0490681181052255,-0.0239143351326473,-0.0475865786069406,-0.111746755964564,-0.0258797087776011,-0.0460735318563937,-0.0227223851705599,-0.0317968958268328
"X.O.",0.015227711534488,-0.0221229774989136,-0.0108514199544254,0.0466483908547497,-0.00880598411266297,-0.0214170447545173,-0.0126831465472279,-0.0116821626593966,0.00711631860421436,0.0168312066226993,0.0222023963678404,-0.0119930628316741,-0.00832710411551499,-0.016306361157312,-0.00694322131484447,-0.00780458893625952,-0.0142814813589379,-0.00900702029433273,-0.00640952777699834,-0.0104448145641712,-0.0107767708695717,-0.0104447854845448,-0.0118712720490482,-0.0898453567938283,-0.0440010468547512,1.00000000000003,-0.0735089243408737,-0.0672312557462478,-0.0861741991995221,-0.041998730724208,-0.0835722962780915,-0.196251406824697,-0.0454503507683785,-0.080915059825688,-0.0399054094916979,-0.0558422075416029
"X.B.",0.0267095271326359,0.0516012120171747,-0.0106906768139933,-0.00324490284045554,-0.00837677984843337,0.0168318299004521,0.0530474626460908,-0.0111127732572935,-0.0113388416623028,0.000645611636285126,-0.0180920302277153,-0.0114085201340413,-0.00792124049489842,-0.0155115880060957,-0.00660480823600011,-0.00742419274099697,-0.0135854009867331,-0.00856801751294381,-0.00609712695746616,-0.00993573359233707,-0.0102515103248486,-0.00993570593005401,-0.0112926654424393,-0.085466287996552,-0.0418564328401212,-0.0735089243408737,0.999999999999963,-0.0639543997711957,-0.0819740628729301,-0.0399517097338872,-0.0794989768767548,-0.186686099916059,-0.0432350975824823,-0.0769712543096628,-0.0379604171205427,-0.0531204545502069
"X.C.",-0.0177139588689637,0.00924967819789388,-0.0240954338884207,0.0130604212320514,-0.0076614021136877,-0.00747050421841474,-0.00929003182620057,-0.0101637414451427,-0.000426543771348866,-0.00457352052510203,0.0622613059282714,-0.0104342315126422,-0.00373321753047559,0.0753030597889202,-0.00604075703257879,-0.00679016602888677,0.0148897885407886,-0.00783630806485245,-0.00557643177981898,-0.00908722107094687,-0.00937603044276869,-0.00908719577102511,-0.0103282708218777,-0.0781674594955779,-0.0382818897995383,-0.0672312557462478,-0.0639543997711957,0.999999999999961,-0.0749734707042179,-0.0365398302138561,-0.0727097572694867,-0.17074309058754,-0.0395428164518215,-0.070397902431626,-0.0347185941645772,-0.0485839630663197
"X.M.",-0.0147588312829467,0.000290452462285294,0.0309092821372263,-0.0325923388084518,-0.00982006337029162,-0.00370283395198511,0.015287922038029,-0.00337991435815219,-0.0132924758301185,-0.0244900778049355,-0.021209210048255,0.0223715021871947,-0.00928603652461691,-0.0181841686125023,-0.00774278858937419,-0.00870334955782459,0.0279686542648567,0.0406284239216688,-0.00714763598690438,0.0298940798138639,0.0216341300940801,0.0298952013175254,0.0264740400049347,-0.100191765730446,-0.0490681181052255,-0.0861741991995221,-0.0819740628729301,-0.0749734707042179,1.00000000000001,-0.0468352193130259,-0.0931963122976357,-0.218851320519225,-0.0506843209160097,-0.090233073888549,-0.0445008354560219,-0.0622728828237414
"X.A.",-0.0307521484386841,-0.0136722846741006,-0.0162643758849953,-0.0174925050539955,-0.00478600556796164,-0.0116400500083822,-0.00689322274690746,-0.00634919332335697,-0.00647835568224536,-0.0119357324198962,-0.010336735472614,-0.00651816591478623,-0.0045257368344038,-0.00886242063279091,-0.00377360388654931,-0.004241752611259,-0.00776190922310789,-0.00489526766434119,-0.00348354428491543,-0.00567670120918921,-0.0058571176970733,-0.00567668540456703,-0.00645197327165702,-0.0488304739560557,-0.0239143351326473,-0.041998730724208,-0.0399517097338872,-0.0365398302138561,-0.0468352193130259,0.999999999999973,-0.0454210989024119,-0.106661596678641,-0.0247020241077283,-0.0439769050117689,-0.0216883779911028,-0.0303499430389727
"X.T.",-0.0126093011984746,0.00473083781466746,-0.00580623652966929,0.00426787010933716,-0.00952356103189995,0.0101883749373815,-0.013716663427244,-0.0126341119456889,-0.0128911291159437,0.0212948600163994,-0.0160189971151543,-0.0129703465706481,-0.00900565833965716,-0.0176351244452673,-0.00750900650102505,-0.00844056474692891,-0.0154452424178461,-0.00974097913318881,-0.00693182365411323,-0.0112959355474785,-0.0116549421155085,-0.0112959040982287,-0.012838631371458,-0.0971666230499379,-0.0475865786069406,-0.0835722962780915,-0.0794989768767548,-0.0727097572694867,-0.0931963122976357,-0.0454210989024119,1.00000000000003,-0.212243427489679,-0.0491539825561875,-0.0875086192287867,-0.0431571983250177,-0.0603926449190083
"X.U.",0.0108640978015613,-0.0259109537745642,0.0213921154434743,-0.0356285157544146,0.0222383585590354,-0.00599030568808132,-0.0322106082329003,-0.0296684709376855,0.00554226915827542,-0.0286568855630721,-0.0134201798905449,-0.0304580450084021,-0.0211478348358322,-0.0163785108829552,-0.0176332726909683,-0.0169930053048045,-0.0362698009776402,-0.0228745761918156,-0.0162778839946397,-0.0265260539834523,-0.0273691030221043,-0.0265259801317125,-0.0301487404386771,-0.228174733963299,-0.111746755964564,-0.196251406824697,-0.186686099916059,-0.17074309058754,-0.218851320519225,-0.106661596678641,-0.212243427489679,0.99999999999997,-0.115427464091563,-0.20549500729034,-0.101345317325179,-0.141819024426242
"X.R.",0.0151558001871147,0.0630559500180431,-0.00360631915685322,-0.000818653113184747,0.00168009627034304,0.0586419854294715,0.041284010482596,0.213038224567259,-0.00701077230390339,0.00682362237216907,-0.00816781067830687,0.101758785589734,0.0408706874930614,0.0561016980721942,-0.00408373342115627,0.0118418216566274,0.135969276016761,0.108177052315455,0.14102262509837,0.0403724248862846,0.177344336817223,0.0403701728557801,0.0800992602018398,-0.052843553393619,-0.0258797087776011,-0.0454503507683785,-0.0432350975824823,-0.0395428164518215,-0.0506843209160097,-0.0247020241077283,-0.0491539825561875,-0.115427464091563,1,-0.0475910991600627,-0.0234708137673456,-0.0328442201260733
"X.F.",0.0233794567840878,0.00276593260046105,0.0403300198529943,0.0583469800055444,0.0263033723925967,0.0147340807465713,-0.0132805330384981,-0.0122324019975249,0.0418072013648918,0.0451794892274205,0.00311469232136391,0.0459710158158427,-0.00871931747451743,0.0423874554971132,0.0783322927970951,0.0769279369696164,-0.0149541507164494,-0.00943125825692272,-0.00671142173486917,-0.0109367738032462,-0.0112843655199231,-0.0109367433539462,-0.0124304185928403,-0.0940771459836886,-0.0460735318563937,-0.080915059825688,-0.0769712543096628,-0.070397902431626,-0.090233073888549,-0.0439769050117689,-0.0875086192287867,-0.20549500729034,-0.0475910991600627,0.999999999999978,-0.0417849866510538,-0.0584724208174521
"X.G.",0.0168006653339571,-0.0129908239891775,-0.0154537189249753,-0.0166206350805981,-0.00454745914283034,-0.0110598809554169,-0.00654964737480238,-0.00603273373127189,-0.00615545831683624,-0.0113408258198808,-0.00982152685876979,-0.00619328430833941,-0.0043001628505041,-0.00842069553867167,-0.003585518080084,-0.0040303331075958,-0.00737503635572955,-0.00465127534448128,-0.00330991577066624,-0.00539376029724037,-0.00556518437849031,-0.00539374528035982,-0.00613039087123099,-0.0463966416434318,-0.0227223851705599,-0.0399054094916979,-0.0379604171205427,-0.0347185941645772,-0.0445008354560219,-0.0216883779911028,-0.0431571983250177,-0.101345317325179,-0.0234708137673456,-0.0417849866510538,0.999999999999984,-0.0288372263669833
"X.P.",-0.0065847144904597,-0.0181788960088486,-0.0182520571582261,-0.00745284518194775,-0.00616425085715538,-0.0154768031593887,-0.00916534306217566,-0.00844199253574874,0.0134137653523057,0.0275884147049837,0.0448767008547604,-0.00866666129017875,-0.00601749460585036,-0.0117836211657713,0.00537276532589598,0.00104422921377268,-0.0103203629795901,-0.00650882891387677,-0.00463177814148781,-0.007547835889538,-0.00778772063811537,-0.00754781487545064,-0.00857865045624089,-0.0649258064229333,-0.0317968958268328,-0.0558422075416029,-0.0531204545502069,-0.0485839630663197,-0.0622728828237414,-0.0303499430389727,-0.0603926449190083,-0.141819024426242,-0.0328442201260733,-0.0584724208174521,-0.0288372263669833,1.00000000000003
